"Year","State","Species","Product_Type","Unit","Value"
2005,"NEBRASKA","FOOD FISH","ALL PRODUCTS","OPERATIONS",21
2005,"NEBRASKA","FOOD FISH","ALL PRODUCTS","DOLLARS",1517845
2005,"NEBRASKA","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",4
2005,"NEBRASKA","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","FINGERLINGS & FRY","OPERATIONS",1
2005,"NEBRASKA","HYBRID STRIPED BASS","FINGERLINGS & FRY","DOLLARS",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","FINGERLINGS & FRY","HEAD",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",1
2005,"NEBRASKA","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","FOODSIZE","HEAD",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","FOODSIZE","LB",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","STOCKERS","OPERATIONS",2
2005,"NEBRASKA","HYBRID STRIPED BASS","STOCKERS","DOLLARS",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","STOCKERS","HEAD",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","STOCKERS","LB",NA
2005,"NEBRASKA","HYBRID STRIPED BASS","STOCKERS","LB_PER_HEAD",NA
2005,"NEBRASKA","CARP","ALL PRODUCTS","OPERATIONS",3
2005,"NEBRASKA","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NEBRASKA","GRASS CARP","ALL PRODUCTS","OPERATIONS",3
2005,"NEBRASKA","GRASS CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NEBRASKA","GRASS CARP","FOODSIZE","OPERATIONS",1
2005,"NEBRASKA","GRASS CARP","FOODSIZE","DOLLARS",NA
2005,"NEBRASKA","GRASS CARP","FOODSIZE","HEAD",NA
2005,"NEBRASKA","GRASS CARP","FOODSIZE","LB",NA
2005,"NEBRASKA","GRASS CARP","FOODSIZE","LB_PER_HEAD",NA
2005,"NEBRASKA","GRASS CARP","STOCKERS","OPERATIONS",2
2005,"NEBRASKA","GRASS CARP","STOCKERS","DOLLARS",NA
2005,"NEBRASKA","GRASS CARP","STOCKERS","HEAD",NA
2005,"NEBRASKA","GRASS CARP","STOCKERS","LB",NA
2005,"NEBRASKA","GRASS CARP","STOCKERS","LB_PER_HEAD",NA
2005,"NEBRASKA","CATFISH","ALL PRODUCTS","OPERATIONS",8
2005,"NEBRASKA","CATFISH","ALL PRODUCTS","DOLLARS",34980
2005,"NEBRASKA","CATFISH","FINGERLINGS & FRY","OPERATIONS",2
2005,"NEBRASKA","CATFISH","FINGERLINGS & FRY","DOLLARS",NA
2005,"NEBRASKA","CATFISH","FINGERLINGS & FRY","HEAD",NA
2005,"NEBRASKA","CATFISH","FOODSIZE","OPERATIONS",3
2005,"NEBRASKA","CATFISH","FOODSIZE","DOLLARS",NA
2005,"NEBRASKA","CATFISH","FOODSIZE","HEAD",NA
2005,"NEBRASKA","CATFISH","FOODSIZE","LB",NA
2005,"NEBRASKA","CATFISH","FOODSIZE","LB_PER_HEAD",NA
2005,"NEBRASKA","CATFISH","STOCKERS","OPERATIONS",4
2005,"NEBRASKA","CATFISH","STOCKERS","DOLLARS",12835
2005,"NEBRASKA","CATFISH","STOCKERS","HEAD",46530
2005,"NEBRASKA","CATFISH","STOCKERS","LB",9440
2005,"NEBRASKA","CATFISH","STOCKERS","LB_PER_HEAD",0.2
2005,"NEBRASKA","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",7
2005,"NEBRASKA","YELLOW PERCH","ALL PRODUCTS","DOLLARS",31317
2005,"NEBRASKA","YELLOW PERCH","EGGS","OPERATIONS",1
2005,"NEBRASKA","YELLOW PERCH","EGGS","DOLLARS",NA
2005,"NEBRASKA","YELLOW PERCH","EGGS","EGGS",NA
2005,"NEBRASKA","YELLOW PERCH","FINGERLINGS & FRY","OPERATIONS",3
2005,"NEBRASKA","YELLOW PERCH","FINGERLINGS & FRY","DOLLARS",NA
2005,"NEBRASKA","YELLOW PERCH","FINGERLINGS & FRY","HEAD",26280
2005,"NEBRASKA","YELLOW PERCH","FOODSIZE","OPERATIONS",1
2005,"NEBRASKA","YELLOW PERCH","FOODSIZE","DOLLARS",NA
2005,"NEBRASKA","YELLOW PERCH","FOODSIZE","HEAD",NA
2005,"NEBRASKA","YELLOW PERCH","FOODSIZE","LB",NA
2005,"NEBRASKA","YELLOW PERCH","FOODSIZE","LB_PER_HEAD",NA
2005,"NEBRASKA","YELLOW PERCH","STOCKERS","OPERATIONS",4
2005,"NEBRASKA","YELLOW PERCH","STOCKERS","DOLLARS",16574
2005,"NEBRASKA","YELLOW PERCH","STOCKERS","HEAD",32387
2005,"NEBRASKA","YELLOW PERCH","STOCKERS","LB",6500
2005,"NEBRASKA","YELLOW PERCH","STOCKERS","LB_PER_HEAD",0.2
2005,"NEBRASKA","TROUT","ALL PRODUCTS","OPERATIONS",14
2005,"NEBRASKA","TROUT","ALL PRODUCTS","DOLLARS",1433464
2005,"NEBRASKA","TROUT","EGGS","OPERATIONS",1
2005,"NEBRASKA","TROUT","EGGS","DOLLARS",NA
2005,"NEBRASKA","TROUT","EGGS","EGGS",NA
2005,"NEBRASKA","TROUT","FINGERLINGS & FRY","OPERATIONS",3
2005,"NEBRASKA","TROUT","FINGERLINGS & FRY","DOLLARS",10590
2005,"NEBRASKA","TROUT","FINGERLINGS & FRY","HEAD",28164
2005,"NEBRASKA","TROUT","FOODSIZE","OPERATIONS",10
2005,"NEBRASKA","TROUT","FOODSIZE","DOLLARS",NA
2005,"NEBRASKA","TROUT","FOODSIZE","HEAD",251520
2005,"NEBRASKA","TROUT","FOODSIZE","LB",199813
2005,"NEBRASKA","TROUT","FOODSIZE","LB_PER_HEAD",0.8
2005,"NEBRASKA","TROUT","STOCKERS","OPERATIONS",7
2005,"NEBRASKA","TROUT","STOCKERS","DOLLARS",918061
2005,"NEBRASKA","TROUT","STOCKERS","HEAD",796873
2005,"NEBRASKA","TROUT","STOCKERS","LB",435008
2005,"NEBRASKA","TROUT","STOCKERS","LB_PER_HEAD",0.5
2005,"NEW HAMPSHIRE","FOOD FISH","ALL PRODUCTS","OPERATIONS",6
2005,"NEW HAMPSHIRE","FOOD FISH","ALL PRODUCTS","DOLLARS",681794
2005,"NEW HAMPSHIRE","CATFISH","ALL PRODUCTS","OPERATIONS",1
2005,"NEW HAMPSHIRE","CATFISH","ALL PRODUCTS","DOLLARS",NA
2005,"NEW HAMPSHIRE","CATFISH","FOODSIZE","OPERATIONS",1
2005,"NEW HAMPSHIRE","CATFISH","FOODSIZE","DOLLARS",NA
2005,"NEW HAMPSHIRE","CATFISH","FOODSIZE","HEAD",NA
2005,"NEW HAMPSHIRE","CATFISH","FOODSIZE","LB",NA
2005,"NEW HAMPSHIRE","CATFISH","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW HAMPSHIRE","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",3
2005,"NEW HAMPSHIRE","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA
2005,"NEW HAMPSHIRE","TROUT","ALL PRODUCTS","OPERATIONS",2
2005,"NEW HAMPSHIRE","TROUT","ALL PRODUCTS","DOLLARS",NA
2005,"NEW HAMPSHIRE","TROUT","STOCKERS","OPERATIONS",2
2005,"NEW HAMPSHIRE","TROUT","STOCKERS","DOLLARS",NA
2005,"NEW HAMPSHIRE","TROUT","STOCKERS","HEAD",NA
2005,"NEW HAMPSHIRE","TROUT","STOCKERS","LB",NA
2005,"NEW HAMPSHIRE","TROUT","STOCKERS","LB_PER_HEAD",NA
2005,"NEW JERSEY","FOOD FISH","ALL PRODUCTS","OPERATIONS",6
2005,"NEW JERSEY","FOOD FISH","ALL PRODUCTS","DOLLARS",NA
2005,"NEW JERSEY","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",2
2005,"NEW JERSEY","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",NA
2005,"NEW JERSEY","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",2
2005,"NEW JERSEY","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",NA
2005,"NEW JERSEY","HYBRID STRIPED BASS","FOODSIZE","HEAD",NA
2005,"NEW JERSEY","HYBRID STRIPED BASS","FOODSIZE","LB",NA
2005,"NEW JERSEY","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW JERSEY","CARP","ALL PRODUCTS","OPERATIONS",1
2005,"NEW JERSEY","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NEW JERSEY","OTHER CARP","ALL PRODUCTS","OPERATIONS",1
2005,"NEW JERSEY","OTHER CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NEW JERSEY","GRASS CARP","ALL PRODUCTS","OPERATIONS",1
2005,"NEW JERSEY","GRASS CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NEW JERSEY","GRASS CARP","FOODSIZE","OPERATIONS",1
2005,"NEW JERSEY","GRASS CARP","FOODSIZE","DOLLARS",NA
2005,"NEW JERSEY","GRASS CARP","FOODSIZE","HEAD",NA
2005,"NEW JERSEY","GRASS CARP","FOODSIZE","LB",NA
2005,"NEW JERSEY","GRASS CARP","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW JERSEY","TILAPIA","ALL PRODUCTS","OPERATIONS",2
2005,"NEW JERSEY","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"NEW JERSEY","TILAPIA","FOODSIZE","OPERATIONS",2
2005,"NEW JERSEY","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"NEW JERSEY","TILAPIA","FOODSIZE","HEAD",NA
2005,"NEW JERSEY","TILAPIA","FOODSIZE","LB",NA
2005,"NEW JERSEY","TILAPIA","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW JERSEY","TROUT","ALL PRODUCTS","OPERATIONS",1
2005,"NEW JERSEY","TROUT","ALL PRODUCTS","DOLLARS",NA
2005,"NEW JERSEY","TROUT","FOODSIZE","OPERATIONS",1
2005,"NEW JERSEY","TROUT","FOODSIZE","DOLLARS",NA
2005,"NEW JERSEY","TROUT","FOODSIZE","HEAD",NA
2005,"NEW JERSEY","TROUT","FOODSIZE","LB",NA
2005,"NEW JERSEY","TROUT","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW MEXICO","FOOD FISH","ALL PRODUCTS","OPERATIONS",2
2005,"NEW MEXICO","FOOD FISH","ALL PRODUCTS","DOLLARS",NA
2005,"NEW MEXICO","TILAPIA","ALL PRODUCTS","OPERATIONS",1
2005,"NEW MEXICO","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"NEW MEXICO","TILAPIA","FINGERLINGS & FRY","OPERATIONS",1
2005,"NEW MEXICO","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"NEW MEXICO","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"NEW MEXICO","TILAPIA","FOODSIZE","OPERATIONS",1
2005,"NEW MEXICO","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"NEW MEXICO","TILAPIA","FOODSIZE","HEAD",NA
2005,"NEW MEXICO","TILAPIA","FOODSIZE","LB",NA
2005,"NEW MEXICO","TILAPIA","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW MEXICO","TROUT","ALL PRODUCTS","OPERATIONS",1
2005,"NEW MEXICO","TROUT","ALL PRODUCTS","DOLLARS",NA
2005,"NEW MEXICO","TROUT","STOCKERS","OPERATIONS",1
2005,"NEW MEXICO","TROUT","STOCKERS","DOLLARS",NA
2005,"NEW MEXICO","TROUT","STOCKERS","HEAD",NA
2005,"NEW MEXICO","TROUT","STOCKERS","LB",NA
2005,"NEW MEXICO","TROUT","STOCKERS","LB_PER_HEAD",NA
2005,"NEW YORK","FOOD FISH","ALL PRODUCTS","OPERATIONS",29
2005,"NEW YORK","FOOD FISH","ALL PRODUCTS","DOLLARS",1987195
2005,"NEW YORK","CARP","ALL PRODUCTS","OPERATIONS",2
2005,"NEW YORK","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NEW YORK","GRASS CARP","ALL PRODUCTS","OPERATIONS",2
2005,"NEW YORK","GRASS CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NEW YORK","GRASS CARP","STOCKERS","OPERATIONS",2
2005,"NEW YORK","GRASS CARP","STOCKERS","DOLLARS",NA
2005,"NEW YORK","GRASS CARP","STOCKERS","HEAD",NA
2005,"NEW YORK","GRASS CARP","STOCKERS","LB",NA
2005,"NEW YORK","GRASS CARP","STOCKERS","LB_PER_HEAD",NA
2005,"NEW YORK","CATFISH","ALL PRODUCTS","OPERATIONS",3
2005,"NEW YORK","CATFISH","ALL PRODUCTS","DOLLARS",NA
2005,"NEW YORK","CATFISH","FINGERLINGS & FRY","OPERATIONS",2
2005,"NEW YORK","CATFISH","FINGERLINGS & FRY","DOLLARS",NA
2005,"NEW YORK","CATFISH","FINGERLINGS & FRY","HEAD",NA
2005,"NEW YORK","CATFISH","STOCKERS","OPERATIONS",1
2005,"NEW YORK","CATFISH","STOCKERS","DOLLARS",NA
2005,"NEW YORK","CATFISH","STOCKERS","HEAD",NA
2005,"NEW YORK","CATFISH","STOCKERS","LB",NA
2005,"NEW YORK","CATFISH","STOCKERS","LB_PER_HEAD",NA
2005,"NEW YORK","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",1
2005,"NEW YORK","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA
2005,"NEW YORK","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",6
2005,"NEW YORK","YELLOW PERCH","ALL PRODUCTS","DOLLARS",NA
2005,"NEW YORK","YELLOW PERCH","EGGS","OPERATIONS",1
2005,"NEW YORK","YELLOW PERCH","EGGS","DOLLARS",NA
2005,"NEW YORK","YELLOW PERCH","EGGS","EGGS",NA
2005,"NEW YORK","YELLOW PERCH","FINGERLINGS & FRY","OPERATIONS",3
2005,"NEW YORK","YELLOW PERCH","FINGERLINGS & FRY","DOLLARS",5800
2005,"NEW YORK","YELLOW PERCH","FINGERLINGS & FRY","HEAD",8500
2005,"NEW YORK","YELLOW PERCH","FOODSIZE","OPERATIONS",2
2005,"NEW YORK","YELLOW PERCH","FOODSIZE","DOLLARS",NA
2005,"NEW YORK","YELLOW PERCH","FOODSIZE","HEAD",NA
2005,"NEW YORK","YELLOW PERCH","FOODSIZE","LB",NA
2005,"NEW YORK","YELLOW PERCH","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW YORK","YELLOW PERCH","STOCKERS","OPERATIONS",1
2005,"NEW YORK","YELLOW PERCH","STOCKERS","DOLLARS",NA
2005,"NEW YORK","YELLOW PERCH","STOCKERS","HEAD",NA
2005,"NEW YORK","YELLOW PERCH","STOCKERS","LB",NA
2005,"NEW YORK","YELLOW PERCH","STOCKERS","LB_PER_HEAD",NA
2005,"NEW YORK","TILAPIA","ALL PRODUCTS","OPERATIONS",2
2005,"NEW YORK","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"NEW YORK","TILAPIA","FINGERLINGS & FRY","OPERATIONS",1
2005,"NEW YORK","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"NEW YORK","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"NEW YORK","TILAPIA","FOODSIZE","OPERATIONS",1
2005,"NEW YORK","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"NEW YORK","TILAPIA","FOODSIZE","HEAD",NA
2005,"NEW YORK","TILAPIA","FOODSIZE","LB",NA
2005,"NEW YORK","TILAPIA","FOODSIZE","LB_PER_HEAD",NA
2005,"NEW YORK","TROUT","ALL PRODUCTS","OPERATIONS",24
2005,"NEW YORK","TROUT","ALL PRODUCTS","DOLLARS",639873
2005,"NEW YORK","TROUT","EGGS","OPERATIONS",3
2005,"NEW YORK","TROUT","EGGS","DOLLARS",NA
2005,"NEW YORK","TROUT","EGGS","EGGS",NA
2005,"NEW YORK","TROUT","FINGERLINGS & FRY","OPERATIONS",12
2005,"NEW YORK","TROUT","FINGERLINGS & FRY","DOLLARS",NA
2005,"NEW YORK","TROUT","FINGERLINGS & FRY","HEAD",109079
2005,"NEW YORK","TROUT","FOODSIZE","OPERATIONS",16
2005,"NEW YORK","TROUT","FOODSIZE","DOLLARS",332625
2005,"NEW YORK","TROUT","FOODSIZE","HEAD",100334
2005,"NEW YORK","TROUT","FOODSIZE","LB",114391
2005,"NEW YORK","TROUT","FOODSIZE","LB_PER_HEAD",1.1
2005,"NEW YORK","TROUT","STOCKERS","OPERATIONS",19
2005,"NEW YORK","TROUT","STOCKERS","DOLLARS",244177
2005,"NEW YORK","TROUT","STOCKERS","HEAD",176619
2005,"NEW YORK","TROUT","STOCKERS","LB",58182
2005,"NEW YORK","TROUT","STOCKERS","LB_PER_HEAD",0.3
2005,"NORTH CAROLINA","FOOD FISH","ALL PRODUCTS","OPERATIONS",118
2005,"NORTH CAROLINA","FOOD FISH","ALL PRODUCTS","DOLLARS",23099543
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",20
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",6726670
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FINGERLINGS & FRY","OPERATIONS",3
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FINGERLINGS & FRY","DOLLARS",NA
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FINGERLINGS & FRY","HEAD",1550000
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",18
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",6030694
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FOODSIZE","HEAD",1615541
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FOODSIZE","LB",2786453
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",1.7
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","STOCKERS","OPERATIONS",2
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","STOCKERS","DOLLARS",NA
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","STOCKERS","HEAD",NA
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","STOCKERS","LB",NA
2005,"NORTH CAROLINA","HYBRID STRIPED BASS","STOCKERS","LB_PER_HEAD",NA
2005,"NORTH CAROLINA","CARP","ALL PRODUCTS","OPERATIONS",1
2005,"NORTH CAROLINA","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NORTH CAROLINA","GRASS CARP","ALL PRODUCTS","OPERATIONS",1
2005,"NORTH CAROLINA","GRASS CARP","ALL PRODUCTS","DOLLARS",NA
2005,"NORTH CAROLINA","GRASS CARP","STOCKERS","OPERATIONS",1
2005,"NORTH CAROLINA","GRASS CARP","STOCKERS","DOLLARS",NA
2005,"NORTH CAROLINA","GRASS CARP","STOCKERS","HEAD",NA
2005,"NORTH CAROLINA","GRASS CARP","STOCKERS","LB",NA
2005,"NORTH CAROLINA","GRASS CARP","STOCKERS","LB_PER_HEAD",NA
2005,"NORTH CAROLINA","CATFISH","ALL PRODUCTS","OPERATIONS",47
2005,"NORTH CAROLINA","CATFISH","ALL PRODUCTS","DOLLARS",6130283
2005,"NORTH CAROLINA","CATFISH","BROODSTOCK","OPERATIONS",2
2005,"NORTH CAROLINA","CATFISH","BROODSTOCK","DOLLARS",NA
2005,"NORTH CAROLINA","CATFISH","BROODSTOCK","HEAD",NA
2005,"NORTH CAROLINA","CATFISH","BROODSTOCK","LB",NA
2005,"NORTH CAROLINA","CATFISH","BROODSTOCK","LB_PER_HEAD",NA
2005,"NORTH CAROLINA","CATFISH","FINGERLINGS & FRY","OPERATIONS",4
2005,"NORTH CAROLINA","CATFISH","FINGERLINGS & FRY","DOLLARS",NA
2005,"NORTH CAROLINA","CATFISH","FINGERLINGS & FRY","HEAD",NA
2005,"NORTH CAROLINA","CATFISH","FOODSIZE","OPERATIONS",43
2005,"NORTH CAROLINA","CATFISH","FOODSIZE","DOLLARS",6011581
2005,"NORTH CAROLINA","CATFISH","FOODSIZE","HEAD",4637849
2005,"NORTH CAROLINA","CATFISH","FOODSIZE","LB",8147182
2005,"NORTH CAROLINA","CATFISH","FOODSIZE","LB_PER_HEAD",1.8
2005,"NORTH CAROLINA","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",1
2005,"NORTH CAROLINA","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA
2005,"NORTH CAROLINA","TILAPIA","ALL PRODUCTS","OPERATIONS",10
2005,"NORTH CAROLINA","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"NORTH CAROLINA","TILAPIA","FINGERLINGS & FRY","OPERATIONS",2
2005,"NORTH CAROLINA","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"NORTH CAROLINA","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"NORTH CAROLINA","TILAPIA","FOODSIZE","OPERATIONS",9
2005,"NORTH CAROLINA","TILAPIA","FOODSIZE","DOLLARS",3221325
2005,"NORTH CAROLINA","TILAPIA","FOODSIZE","HEAD",1408255
2005,"NORTH CAROLINA","TILAPIA","FOODSIZE","LB",1989024
2005,"NORTH CAROLINA","TILAPIA","FOODSIZE","LB_PER_HEAD",1.4
2005,"NORTH CAROLINA","TROUT","ALL PRODUCTS","OPERATIONS",42
2005,"NORTH CAROLINA","TROUT","ALL PRODUCTS","DOLLARS",6607465
2005,"NORTH CAROLINA","TROUT","EGGS","OPERATIONS",1
2005,"NORTH CAROLINA","TROUT","EGGS","DOLLARS",NA
2005,"NORTH CAROLINA","TROUT","EGGS","EGGS",NA
2005,"NORTH CAROLINA","TROUT","FINGERLINGS & FRY","OPERATIONS",13
2005,"NORTH CAROLINA","TROUT","FINGERLINGS & FRY","DOLLARS",456324
2005,"NORTH CAROLINA","TROUT","FINGERLINGS & FRY","HEAD",3443655
2005,"NORTH CAROLINA","TROUT","FOODSIZE","OPERATIONS",38
2005,"NORTH CAROLINA","TROUT","FOODSIZE","DOLLARS",5710963
2005,"NORTH CAROLINA","TROUT","FOODSIZE","HEAD",3542578
2005,"NORTH CAROLINA","TROUT","FOODSIZE","LB",4144784
2005,"NORTH CAROLINA","TROUT","FOODSIZE","LB_PER_HEAD",1.2
2005,"NORTH CAROLINA","TROUT","STOCKERS","OPERATIONS",15
2005,"NORTH CAROLINA","TROUT","STOCKERS","DOLLARS",NA
2005,"NORTH CAROLINA","TROUT","STOCKERS","HEAD",633108
2005,"NORTH CAROLINA","TROUT","STOCKERS","LB",274649
2005,"NORTH CAROLINA","TROUT","STOCKERS","LB_PER_HEAD",0.4
2005,"NORTH DAKOTA","FOOD FISH","ALL PRODUCTS","OPERATIONS",1
2005,"NORTH DAKOTA","FOOD FISH","ALL PRODUCTS","DOLLARS",NA
2005,"NORTH DAKOTA","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",1
2005,"NORTH DAKOTA","YELLOW PERCH","ALL PRODUCTS","DOLLARS",NA
2005,"NORTH DAKOTA","YELLOW PERCH","BROODSTOCK","OPERATIONS",1
2005,"NORTH DAKOTA","YELLOW PERCH","BROODSTOCK","DOLLARS",NA
2005,"NORTH DAKOTA","YELLOW PERCH","BROODSTOCK","HEAD",NA
2005,"NORTH DAKOTA","YELLOW PERCH","BROODSTOCK","LB",NA
2005,"NORTH DAKOTA","YELLOW PERCH","BROODSTOCK","LB_PER_HEAD",NA
2005,"NORTH DAKOTA","TROUT","ALL PRODUCTS","OPERATIONS",1
2005,"NORTH DAKOTA","TROUT","ALL PRODUCTS","DOLLARS",NA
2005,"NORTH DAKOTA","TROUT","STOCKERS","OPERATIONS",1
2005,"NORTH DAKOTA","TROUT","STOCKERS","DOLLARS",NA
2005,"NORTH DAKOTA","TROUT","STOCKERS","HEAD",NA
2005,"NORTH DAKOTA","TROUT","STOCKERS","LB",NA
2005,"NORTH DAKOTA","TROUT","STOCKERS","LB_PER_HEAD",NA
2005,"OHIO","FOOD FISH","ALL PRODUCTS","OPERATIONS",36
2005,"OHIO","FOOD FISH","ALL PRODUCTS","DOLLARS",922680
2005,"OHIO","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",4
2005,"OHIO","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",61581
2005,"OHIO","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",1
2005,"OHIO","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",NA
2005,"OHIO","HYBRID STRIPED BASS","FOODSIZE","HEAD",NA
2005,"OHIO","HYBRID STRIPED BASS","FOODSIZE","LB",NA
2005,"OHIO","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",NA
2005,"OHIO","HYBRID STRIPED BASS","STOCKERS","OPERATIONS",3
2005,"OHIO","HYBRID STRIPED BASS","STOCKERS","DOLLARS",NA
2005,"OHIO","HYBRID STRIPED BASS","STOCKERS","HEAD",NA
2005,"OHIO","HYBRID STRIPED BASS","STOCKERS","LB",NA
2005,"OHIO","HYBRID STRIPED BASS","STOCKERS","LB_PER_HEAD",NA
2005,"OHIO","CARP","ALL PRODUCTS","OPERATIONS",4
2005,"OHIO","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"OHIO","GRASS CARP","ALL PRODUCTS","OPERATIONS",4
2005,"OHIO","GRASS CARP","ALL PRODUCTS","DOLLARS",NA
2005,"OHIO","GRASS CARP","STOCKERS","OPERATIONS",4
2005,"OHIO","GRASS CARP","STOCKERS","DOLLARS",NA
2005,"OHIO","GRASS CARP","STOCKERS","HEAD",7092
2005,"OHIO","GRASS CARP","STOCKERS","LB",NA
2005,"OHIO","GRASS CARP","STOCKERS","LB_PER_HEAD",NA
2005,"OHIO","CATFISH","ALL PRODUCTS","OPERATIONS",10
2005,"OHIO","CATFISH","ALL PRODUCTS","DOLLARS",54495
2005,"OHIO","CATFISH","FINGERLINGS & FRY","OPERATIONS",3
2005,"OHIO","CATFISH","FINGERLINGS & FRY","DOLLARS",NA
2005,"OHIO","CATFISH","FINGERLINGS & FRY","HEAD",NA
2005,"OHIO","CATFISH","FOODSIZE","OPERATIONS",7
2005,"OHIO","CATFISH","FOODSIZE","DOLLARS",NA
2005,"OHIO","CATFISH","FOODSIZE","HEAD",36207
2005,"OHIO","CATFISH","FOODSIZE","LB",37367
2005,"OHIO","CATFISH","FOODSIZE","LB_PER_HEAD",1
2005,"OHIO","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",25
2005,"OHIO","YELLOW PERCH","ALL PRODUCTS","DOLLARS",221700
2005,"OHIO","YELLOW PERCH","BROODSTOCK","OPERATIONS",1
2005,"OHIO","YELLOW PERCH","BROODSTOCK","DOLLARS",NA
2005,"OHIO","YELLOW PERCH","BROODSTOCK","HEAD",NA
2005,"OHIO","YELLOW PERCH","BROODSTOCK","LB",NA
2005,"OHIO","YELLOW PERCH","BROODSTOCK","LB_PER_HEAD",NA
2005,"OHIO","YELLOW PERCH","FINGERLINGS & FRY","OPERATIONS",11
2005,"OHIO","YELLOW PERCH","FINGERLINGS & FRY","DOLLARS",75279
2005,"OHIO","YELLOW PERCH","FINGERLINGS & FRY","HEAD",392541
2005,"OHIO","YELLOW PERCH","FOODSIZE","OPERATIONS",15
2005,"OHIO","YELLOW PERCH","FOODSIZE","DOLLARS",112591
2005,"OHIO","YELLOW PERCH","FOODSIZE","HEAD",83525
